algo,arch,m,k,n,meta_block_sz,block_sz,nn_row,mm_col,density,bm,bn,bk,wm,wn,wk,mm,mn,mk,nstage,spmm_time,gemm_time,speedup,error
2,sm_86,768,10752,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,3,0.77337,1.33397,1.72488,0
2,sm_86,768,10752,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,4,0.846974,1.33468,1.57583,0
2,sm_86,768,10752,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,2,3.68938,1.33398,0.361573,0
2,sm_86,768,10752,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,3,2.50372,1.33396,0.532793,0
2,sm_86,768,10752,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,4,3.15083,1.33485,0.423649,0
2,sm_86,768,10752,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,2,0.941183,1.33393,1.41729,0
2,sm_86,768,10752,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,3,0.942235,1.33445,1.41626,0
2,sm_86,768,10752,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,4,1.15469,1.33394,1.15523,0
2,sm_86,768,11520,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,2,0.812878,1.42854,1.75739,0
2,sm_86,768,11520,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,3,0.830754,1.42945,1.72067,0
2,sm_86,768,11520,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,4,0.909107,1.42857,1.5714,0
2,sm_86,768,11520,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,2,3.96743,1.42856,0.360072,0
2,sm_86,768,11520,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,3,2.6657,1.42859,0.535918,0
2,sm_86,768,11520,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,4,3.37625,1.42852,0.423109,0
2,sm_86,768,11520,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,2,1.01321,1.42904,1.41041,0
2,sm_86,768,11520,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,3,1.01106,1.42868,1.41305,0
2,sm_86,768,11520,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,4,1.23721,1.42855,1.15466,0
2,sm_86,768,12288,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,2,1.051,1.52224,1.44838,0
2,sm_86,768,12288,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,3,0.932612,1.52204,1.63202,0
2,sm_86,768,12288,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,4,0.99909,1.5223,1.52368,0
2,sm_86,768,12288,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,2,4.25985,1.52365,0.357676,0
2,sm_86,768,12288,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,3,2.89332,1.52218,0.526101,0
2,sm_86,768,12288,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,4,3.60243,1.52354,0.42292,0
2,sm_86,768,12288,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,2,1.1147,1.52383,1.36703,0
2,sm_86,768,12288,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,3,1.09181,1.52376,1.39563,0
2,sm_86,768,12288,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,4,1.30555,1.52317,1.16669,0
